"row ID","year","country","value"
"Row0_1","2016","1A","2.11674094107005"
"Row0_2","2015","1A","2.22136760166012"
"Row0_3","2014","1A","2.29041967615927"
"Row0_4","2013","1A","2.35253063521752"
"Row0_5","2012","1A","2.47633439807505"
"Row0_6","2011","1A","2.53455352150624"
"Row0_7","2010","1A",
"Row0_8","2009","1A",
"Row0_9","2008","1A",
"Row0_10","2007","1A",
"Row0_11","2006","1A",
"Row0_12","2005","1A","3.62062675887752"
"Row0_13","2004","1A",
"Row0_14","2003","1A",
"Row0_15","2002","1A",
"Row0_16","2001","1A",
"Row0_17","2000","1A","5.3634546190115"
"Row0_18","1999","1A",
"Row0_19","1998","1A",
"Row0_20","1997","1A",
"Row0_21","1996","1A",
"Row0_22","1995","1A",
"Row0_23","1994","1A",
"Row0_24","1993","1A",
"Row0_25","1992","1A",
"Row0_26","1991","1A",
"Row0_27","1990","1A",
"Row0_28","1989","1A",
"Row0_29","1988","1A",
"Row0_30","1987","1A",
"Row0_31","1986","1A",
"Row0_32","1985","1A",
"Row0_33","2016","S3",
"Row0_34","2015","S3",
"Row0_35","2014","S3",
"Row0_36","2013","S3",
"Row0_37","2012","S3",
"Row0_38","2011","S3",
"Row0_39","2010","S3",
"Row0_40","2009","S3",
"Row0_41","2008","S3",
"Row0_42","2007","S3",
"Row0_43","2006","S3",
"Row0_44","2005","S3",
"Row0_45","2004","S3",
"Row0_46","2003","S3",
"Row0_47","2002","S3",
"Row0_48","2001","S3",
"Row0_49","2000","S3",
"Row0_50","1999","S3",
"Row0_51","1998","S3",
"Row0_52","1997","S3",
"Row0_53","1996","S3",
"Row0_54","1995","S3",
"Row0_55","1994","S3",
"Row0_56","1993","S3",
"Row0_57","1992","S3",
"Row0_58","1991","S3",
"Row0_59","1990","S3",
"Row0_60","1989","S3",
"Row0_61","1988","S3",
"Row0_62","1987","S3",
"Row0_63","1986","S3",
"Row0_64","1985","S3",
"Row0_65","2016","B8","25.0930419342669"
"Row0_66","2015","B8","25.346392062146"
"Row0_67","2014","B8","25.6656486975428"
"Row0_68","2013","B8","26.079238624777"
"Row0_69","2012","B8","26.4325307795096"
"Row0_70","2011","B8","26.7752467968778"
"Row0_71","2010","B8","27.2087513769192"
"Row0_72","2009","B8",
"Row0_73","2008","B8",
"Row0_74","2007","B8",
"Row0_75","2006","B8",
"Row0_76","2005","B8","29.3700031082913"
"Row0_77","2004","B8",
"Row0_78","2003","B8",
"Row0_79","2002","B8",
"Row0_80","2001","B8",
"Row0_81","2000","B8","31.9448002259966"
"Row0_82","1999","B8",
"Row0_83","1998","B8",
"Row0_84","1997","B8",
"Row0_85","1996","B8",
"Row0_86","1995","B8",
"Row0_87","1994","B8",
"Row0_88","1993","B8",
"Row0_89","1992","B8",
"Row0_90","1991","B8",
"Row0_91","1990","B8",
"Row0_92","1989","B8",
"Row0_93","1988","B8",
"Row0_94","1987","B8",
"Row0_95","1986","B8",
"Row0_96","1985","B8",
"Row0_97","2016","V2","3.30181967938412"
"Row0_98","2015","V2","3.44762850574505"
"Row0_99","2014","V2","3.65030178994877"
"Row0_100","2013","V2","3.84880869562797"
"Row0_101","2012","V2","4.07820472552947"
"Row0_102","2011","V2","4.29394500280318"
"Row0_103","2010","V2","4.58272818547138"
"Row0_104","2009","V2",
"Row0_105","2008","V2",
"Row0_106","2007","V2",
"Row0_107","2006","V2",
"Row0_108","2005","V2","6.17831998907671"
"Row0_109","2004","V2",
"Row0_110","2003","V2",
"Row0_111","2002","V2",
"Row0_112","2001","V2",
"Row0_113","2000","V2","8.51116322151062"
"Row0_114","1999","V2",
"Row0_115","1998","V2",
"Row0_116","1997","V2",
"Row0_117","1996","V2",
"Row0_118","1995","V2",
"Row0_119","1994","V2",
"Row0_120","1993","V2",
"Row0_121","1992","V2",
"Row0_122","1991","V2",
"Row0_123","1990","V2",
"Row0_124","1989","V2",
"Row0_125","1988","V2",
"Row0_126","1987","V2",
"Row0_127","1986","V2",
"Row0_128","1985","V2",
"Row0_129","2016","Z4","3.11324358151106"
"Row0_130","2015","Z4","3.22057416732144"
"Row0_131","2014","Z4","3.28009561821447"
"Row0_132","2013","Z4","3.3965112649555"
"Row0_133","2012","Z4","3.53141623841373"
"Row0_134","2011","Z4","3.58448357599589"
"Row0_135","2010","Z4","3.72869544769184"
"Row0_136","2009","Z4",
"Row0_137","2008","Z4",
"Row0_138","2007","Z4",
"Row0_139","2006","Z4",
"Row0_140","2005","Z4","4.35080428824023"
"Row0_141","2004","Z4",
"Row0_142","2003","Z4",
"Row0_143","2002","Z4",
"Row0_144","2001","Z4",
"Row0_145","2000","Z4","5.18979905156645"
"Row0_146","1999","Z4",
"Row0_147","1998","Z4",
"Row0_148","1997","Z4",
"Row0_149","1996","Z4",
"Row0_150","1995","Z4",
"Row0_151","1994","Z4",
"Row0_152","1993","Z4",
"Row0_153","1992","Z4",
"Row0_154","1991","Z4",
"Row0_155","1990","Z4",
"Row0_156","1989","Z4",
"Row0_157","1988","Z4",
"Row0_158","1987","Z4",
"Row0_159","1986","Z4",
"Row0_160","1985","Z4",
"Row0_161","2016","4E","2.45331470485551"
"Row0_162","2015","4E","2.5489005124731"
"Row0_163","2014","4E","2.58846967444892"
"Row0_164","2013","4E","2.69044974235537"
"Row0_165","2012","4E","2.81183799381619"
"Row0_166","2011","4E","2.8457970988207"
"Row0_167","2010","4E","2.96929538401853"
"Row0_168","2009","4E",
"Row0_169","2008","4E",
"Row0_170","2007","4E",
"Row0_171","2006","4E",
"Row0_172","2005","4E","3.50099566788303"
"Row0_173","2004","4E",
"Row0_174","2003","4E",
"Row0_175","2002","4E",
"Row0_176","2001","4E",
"Row0_177","2000","4E","4.21761916989866"
"Row0_178","1999","4E",
"Row0_179","1998","4E",
"Row0_180","1997","4E",
"Row0_181","1996","4E",
"Row0_182","1995","4E",
"Row0_183","1994","4E",
"Row0_184","1993","4E",
"Row0_185","1992","4E",
"Row0_186","1991","4E",
"Row0_187","1990","4E",
"Row0_188","1989","4E",
"Row0_189","1988","4E",
"Row0_190","1987","4E",
"Row0_191","1986","4E",
"Row0_192","1985","4E",
"Row0_193","2016","T4","2.45331470485552"
"Row0_194","2015","T4","2.5489005124731"
"Row0_195","2014","T4","2.58846967444892"
"Row0_196","2013","T4","2.69044974235537"
"Row0_197","2012","T4","2.81183799381619"
"Row0_198","2011","T4","2.8457970988207"
"Row0_199","2010","T4","2.96929538401853"
"Row0_200","2009","T4",
"Row0_201","2008","T4",
"Row0_202","2007","T4",
"Row0_203","2006","T4",
"Row0_204","2005","T4","3.50099566788303"
"Row0_205","2004","T4",
"Row0_206","2003","T4",
"Row0_207","2002","T4",
"Row0_208","2001","T4",
"Row0_209","2000","T4","4.21761916989866"
"Row0_210","1999","T4",
"Row0_211","1998","T4",
"Row0_212","1997","T4",
"Row0_213","1996","T4",
"Row0_214","1995","T4",
"Row0_215","1994","T4",
"Row0_216","1993","T4",
"Row0_217","1992","T4",
"Row0_218","1991","T4",
"Row0_219","1990","T4",
"Row0_220","1989","T4",
"Row0_221","1988","T4",
"Row0_222","1987","T4",
"Row0_223","1986","T4",
"Row0_224","1985","T4",
"Row0_225","2016","XC","26.0161722485267"
"Row0_226","2015","XC","26.143761716269"
"Row0_227","2014","XC","26.3539646636593"
"Row0_228","2013","XC","26.4142615811561"
"Row0_229","2012","XC","26.6344624231304"
"Row0_230","2011","XC","26.817327134253"
"Row0_231","2010","XC","27.0009422658182"
"Row0_232","2009","XC",
"Row0_233","2008","XC",
"Row0_234","2007","XC",
"Row0_235","2006","XC",
"Row0_236","2005","XC","27.9850026219369"
"Row0_237","2004","XC",
"Row0_238","2003","XC",
"Row0_239","2002","XC",
"Row0_240","2001","XC",
"Row0_241","2000","XC","29.0806491424604"
"Row0_242","1999","XC",
"Row0_243","1998","XC",
"Row0_244","1997","XC",
"Row0_245","1996","XC",
"Row0_246","1995","XC",
"Row0_247","1994","XC",
"Row0_248","1993","XC",
"Row0_249","1992","XC",
"Row0_250","1991","XC",
"Row0_251","1990","XC",
"Row0_252","1989","XC",
"Row0_253","1988","XC",
"Row0_254","1987","XC",
"Row0_255","1986","XC",
"Row0_256","1985","XC",
"Row0_257","2016","Z7","21.0651423051943"
"Row0_258","2015","Z7","21.2682080197494"
"Row0_259","2014","Z7","21.5140447730372"
"Row0_260","2013","Z7","21.7138340247827"
"Row0_261","2012","Z7","21.979195673852"
"Row0_262","2011","Z7","22.2053139810985"
"Row0_263","2010","Z7","22.4773163976892"
"Row0_264","2009","Z7",
"Row0_265","2008","Z7",
"Row0_266","2007","Z7",
"Row0_267","2006","Z7",
"Row0_268","2005","Z7","23.8983059166857"
"Row0_269","2004","Z7",
"Row0_270","2003","Z7",
"Row0_271","2002","Z7",
"Row0_272","2001","Z7",
"Row0_273","2000","Z7","25.4549656078031"
"Row0_274","1999","Z7",
"Row0_275","1998","Z7",
"Row0_276","1997","Z7",
"Row0_277","1996","Z7",
"Row0_278","1995","Z7",
"Row0_279","1994","Z7",
"Row0_280","1993","Z7",
"Row0_281","1992","Z7",
"Row0_282","1991","Z7",
"Row0_283","1990","Z7",
"Row0_284","1989","Z7",
"Row0_285","1988","Z7",
"Row0_286","1987","Z7",
"Row0_287","1986","Z7",
"Row0_288","1985","Z7",
"Row0_289","2016","7E","16.289689274756"
"Row0_290","2015","7E","16.4242747621143"
"Row0_291","2014","7E","16.5518246685212"
"Row0_292","2013","7E","16.6370410988137"
"Row0_293","2012","7E","16.7605835535005"
"Row0_294","2011","7E","16.8493911236104"
"Row0_295","2010","7E","16.9359615897582"
"Row0_296","2009","7E",
"Row0_297","2008","7E",
"Row0_298","2007","7E",
"Row0_299","2006","7E",
"Row0_300","2005","7E","17.5593492136058"
"Row0_301","2004","7E",
"Row0_302","2003","7E",
"Row0_303","2002","7E",
"Row0_304","2001","7E",
"Row0_305","2000","7E","18.1542828918707"
"Row0_306","1999","7E",
"Row0_307","1998","7E",
"Row0_308","1997","7E",
"Row0_309","1996","7E",
"Row0_310","1995","7E",
"Row0_311","1994","7E",
"Row0_312","1993","7E",
"Row0_313","1992","7E",
"Row0_314","1991","7E",
"Row0_315","1990","7E",
"Row0_316","1989","7E",
"Row0_317","1988","7E",
"Row0_318","1987","7E",
"Row0_319","1986","7E",
"Row0_320","1985","7E",
"Row0_321","2016","T7","17.3407892689002"
"Row0_322","2015","T7","17.5117207780036"
"Row0_323","2014","T7","17.687732784892"
"Row0_324","2013","T7","17.839718300661"
"Row0_325","2012","T7","18.0227484605247"
"Row0_326","2011","T7","18.1756667803623"
"Row0_327","2010","T7","18.3400631988208"
"Row0_328","2009","T7",
"Row0_329","2008","T7",
"Row0_330","2007","T7",
"Row0_331","2006","T7",
"Row0_332","2005","T7","19.3409136339899"
"Row0_333","2004","T7",
"Row0_334","2003","T7",
"Row0_335","2002","T7",
"Row0_336","2001","T7",
"Row0_337","2000","T7","20.3792372682493"
"Row0_338","1999","T7",
"Row0_339","1998","T7",
"Row0_340","1997","T7",
"Row0_341","1996","T7",
"Row0_342","1995","T7",
"Row0_343","1994","T7",
"Row0_344","1993","T7",
"Row0_345","1992","T7",
"Row0_346","1991","T7",
"Row0_347","1990","T7",
"Row0_348","1989","T7",
"Row0_349","1988","T7",
"Row0_350","1987","T7",
"Row0_351","1986","T7",
"Row0_352","1985","T7",
"Row0_353","2016","EU","25.6627818363864"
"Row0_354","2015","EU","25.8439956990386"
"Row0_355","2014","EU","26.1067235032597"
"Row0_356","2013","EU","26.2801488146793"
"Row0_357","2012","EU","26.5598667214622"
"Row0_358","2011","EU","26.8092810594322"
"Row0_359","2010","EU","27.0832359072183"
"Row0_360","2009","EU",
"Row0_361","2008","EU",
"Row0_362","2007","EU",
"Row0_363","2006","EU",
"Row0_364","2005","EU","28.5216660192466"
"Row0_365","2004","EU",
"Row0_366","2003","EU",
"Row0_367","2002","EU",
"Row0_368","2001","EU",
"Row0_369","2000","EU","30.1808941363911"
"Row0_370","1999","EU",
"Row0_371","1998","EU",
"Row0_372","1997","EU",
"Row0_373","1996","EU",
"Row0_374","1995","EU",
"Row0_375","1994","EU",
"Row0_376","1993","EU",
"Row0_377","1992","EU",
"Row0_378","1991","EU",
"Row0_379","1990","EU",
"Row0_380","1989","EU",
"Row0_381","1988","EU",
"Row0_382","1987","EU",
"Row0_383","1986","EU",
"Row0_384","1985","EU",
"Row0_385","2016","F1",
"Row0_386","2015","F1",
"Row0_387","2014","F1",
"Row0_388","2013","F1",
"Row0_389","2012","F1",
"Row0_390","2011","F1",
"Row0_391","2010","F1",
"Row0_392","2009","F1",
"Row0_393","2008","F1",
"Row0_394","2007","F1",
"Row0_395","2006","F1",
"Row0_396","2005","F1",
"Row0_397","2004","F1",
"Row0_398","2003","F1",
"Row0_399","2002","F1",
"Row0_400","2001","F1",
"Row0_401","2000","F1",
"Row0_402","1999","F1",
"Row0_403","1998","F1",
"Row0_404","1997","F1",
"Row0_405","1996","F1",
"Row0_406","1995","F1",
"Row0_407","1994","F1",
"Row0_408","1993","F1",
"Row0_409","1992","F1",
"Row0_410","1991","F1",
"Row0_411","1990","F1",
"Row0_412","1989","F1",
"Row0_413","1988","F1",
"Row0_414","1987","F1",
"Row0_415","1986","F1",
"Row0_416","1985","F1",
"Row0_417","2016","XE",
"Row0_418","2015","XE",
"Row0_419","2014","XE",
"Row0_420","2013","XE",
"Row0_421","2012","XE",
"Row0_422","2011","XE",
"Row0_423","2010","XE",
"Row0_424","2009","XE",
"Row0_425","2008","XE",
"Row0_426","2007","XE",
"Row0_427","2006","XE",
"Row0_428","2005","XE",
"Row0_429","2004","XE",
"Row0_430","2003","XE",
"Row0_431","2002","XE",
"Row0_432","2001","XE",
"Row0_433","2000","XE",
"Row0_434","1999","XE",
"Row0_435","1998","XE",
"Row0_436","1997","XE",
"Row0_437","1996","XE",
"Row0_438","1995","XE",
"Row0_439","1994","XE",
"Row0_440","1993","XE",
"Row0_441","1992","XE",
"Row0_442","1991","XE",
"Row0_443","1990","XE",
"Row0_444","1989","XE",
"Row0_445","1988","XE",
"Row0_446","1987","XE",
"Row0_447","1986","XE",
"Row0_448","1985","XE",
"Row0_449","2016","XD","19.2163602748153"
"Row0_450","2015","XD","19.5609856771255"
"Row0_451","2014","XD","19.916907118895"
"Row0_452","2013","XD","20.2819070016939"
"Row0_453","2012","XD","20.7175945828839"
"Row0_454","2011","XD","21.081242744231"
"Row0_455","2010","XD","21.5173568594248"
"Row0_456","2009","XD",
"Row0_457","2008","XD",
"Row0_458","2007","XD",
"Row0_459","2006","XD",
"Row0_460","2005","XD","23.8138852962344"
"Row0_461","2004","XD",
"Row0_462","2003","XD",
"Row0_463","2002","XD",
"Row0_464","2001","XD",
"Row0_465","2000","XD","26.3846081569311"
"Row0_466","1999","XD",
"Row0_467","1998","XD",
"Row0_468","1997","XD",
"Row0_469","1996","XD",
"Row0_470","1995","XD",
"Row0_471","1994","XD",
"Row0_472","1993","XD",
"Row0_473","1992","XD",
"Row0_474","1991","XD",
"Row0_475","1990","XD",
"Row0_476","1989","XD",
"Row0_477","1988","XD",
"Row0_478","1987","XD",
"Row0_479","1986","XD",
"Row0_480","1985","XD",
"Row0_481","2016","XF","4.50874313351413"
"Row0_482","2015","XF","4.655546262347"
"Row0_483","2014","XF","4.81084687380933"
"Row0_484","2013","XF","4.99293686333278"
"Row0_485","2012","XF","5.18470510951271"
"Row0_486","2011","XF","5.34102457541387"
"Row0_487","2010","XF","5.55975085770286"
"Row0_488","2009","XF",
"Row0_489","2008","XF",
"Row0_490","2007","XF",
"Row0_491","2006","XF",
"Row0_492","2005","XF","6.75376891839638"
"Row0_493","2004","XF",
"Row0_494","2003","XF",
"Row0_495","2002","XF",
"Row0_496","2001","XF",
"Row0_497","2000","XF","8.4269700271635"
"Row0_498","1999","XF",
"Row0_499","1998","XF",
"Row0_500","1997","XF",
"Row0_501","1996","XF",
"Row0_502","1995","XF",
"Row0_503","1994","XF",
"Row0_504","1993","XF",
"Row0_505","1992","XF",
"Row0_506","1991","XF",
"Row0_507","1990","XF",
"Row0_508","1989","XF",
"Row0_509","1988","XF",
"Row0_510","1987","XF",
"Row0_511","1986","XF",
"Row0_512","1985","XF",
"Row0_513","2016","ZT","4.13147000221309"
"Row0_514","2015","ZT","4.28224105235463"
"Row0_515","2014","ZT","4.44628006322092"
"Row0_516","2013","ZT","4.62854282993357"
"Row0_517","2012","ZT","4.82569198788017"
"Row0_518","2011","ZT","4.9928037426633"
"Row0_519","2010","ZT","5.21892271621885"
"Row0_520","2009","ZT",
"Row0_521","2008","ZT",
"Row0_522","2007","ZT",
"Row0_523","2006","ZT",
"Row0_524","2005","ZT","6.45691972303369"
"Row0_525","2004","ZT",
"Row0_526","2003","ZT",
"Row0_527","2002","ZT",
"Row0_528","2001","ZT",
"Row0_529","2000","ZT","8.200965524371"
"Row0_530","1999","ZT",
"Row0_531","1998","ZT",
"Row0_532","1997","ZT",
"Row0_533","1996","ZT",
"Row0_534","1995","ZT",
"Row0_535","1994","ZT",
"Row0_536","1993","ZT",
"Row0_537","1992","ZT",
"Row0_538","1991","ZT",
"Row0_539","1990","ZT",
"Row0_540","1989","ZT",
"Row0_541","1988","ZT",
"Row0_542","1987","ZT",
"Row0_543","1986","ZT",
"Row0_544","1985","ZT",
"Row0_545","2016","XH","2.10240907138688"
"Row0_546","2015","XH","2.21363756480838"
"Row0_547","2014","XH","2.39974209131001"
"Row0_548","2013","XH","2.54277071372795"
"Row0_549","2012","XH","2.70147231356034"
"Row0_550","2011","XH","2.84829212916359"
"Row0_551","2010","XH","3.06668872580009"
"Row0_552","2009","XH",
"Row0_553","2008","XH",
"Row0_554","2007","XH",
"Row0_555","2006","XH",
"Row0_556","2005","XH","4.18617150277321"
"Row0_557","2004","XH",
"Row0_558","2003","XH",
"Row0_559","2002","XH",
"Row0_560","2001","XH",
"Row0_561","2000","XH","5.80863999668859"
"Row0_562","1999","XH",
"Row0_563","1998","XH",
"Row0_564","1997","XH",
"Row0_565","1996","XH",
"Row0_566","1995","XH",
"Row0_567","1994","XH",
"Row0_568","1993","XH",
"Row0_569","1992","XH",
"Row0_570","1991","XH",
"Row0_571","1990","XH",
"Row0_572","1989","XH",
"Row0_573","1988","XH",
"Row0_574","1987","XH",
"Row0_575","1986","XH",
"Row0_576","1985","XH",
"Row0_577","2016","XI","2.78821339989154"
"Row0_578","2015","XI","2.94575462055348"
"Row0_579","2014","XI","3.111127783924"
"Row0_580","2013","XI","3.27484707055061"
"Row0_581","2012","XI","3.49433872039499"
"Row0_582","2011","XI","3.71605430907913"
"Row0_583","2010","XI","3.96373543066554"
"Row0_584","2009","XI",
"Row0_585","2008","XI",
"Row0_586","2007","XI",
"Row0_587","2006","XI",
"Row0_588","2005","XI","5.4659638760473"
"Row0_589","2004","XI",
"Row0_590","2003","XI",
"Row0_591","2002","XI",
"Row0_592","2001","XI",
"Row0_593","2000","XI","7.78483724077895"
"Row0_594","1999","XI",
"Row0_595","1998","XI",
"Row0_596","1997","XI",
"Row0_597","1996","XI",
"Row0_598","1995","XI",
"Row0_599","1994","XI",
"Row0_600","1993","XI",
"Row0_601","1992","XI",
"Row0_602","1991","XI",
"Row0_603","1990","XI",
"Row0_604","1989","XI",
"Row0_605","1988","XI",
"Row0_606","1987","XI",
"Row0_607","1986","XI",
"Row0_608","1985","XI",
"Row0_609","2016","XG","2.51464447806549"
"Row0_610","2015","XG","2.65349010832173"
"Row0_611","2014","XG","2.82708758602786"
"Row0_612","2013","XG","2.98254018511907"
"Row0_613","2012","XG","3.17778941125949"
"Row0_614","2011","XG","3.36965253641799"
"Row0_615","2010","XG","3.60590909069742"
"Row0_616","2009","XG",
"Row0_617","2008","XG",
"Row0_618","2007","XG",
"Row0_619","2006","XG",
"Row0_620","2005","XG","4.95914162929615"
"Row0_621","2004","XG",
"Row0_622","2003","XG",
"Row0_623","2002","XG",
"Row0_624","2001","XG",
"Row0_625","2000","XG","7.00605280210845"
"Row0_626","1999","XG",
"Row0_627","1998","XG",
"Row0_628","1997","XG",
"Row0_629","1996","XG",
"Row0_630","1995","XG",
"Row0_631","1994","XG",
"Row0_632","1993","XG",
"Row0_633","1992","XG",
"Row0_634","1991","XG",
"Row0_635","1990","XG",
"Row0_636","1989","XG",
"Row0_637","1988","XG",
"Row0_638","1987","XG",
"Row0_639","1986","XG",
"Row0_640","1985","XG",
"Row0_641","2016","V3","5.28647057690887"
"Row0_642","2015","V3","5.42344352141947"
"Row0_643","2014","V3","5.5216474808532"
"Row0_644","2013","V3","5.66844234866409"
"Row0_645","2012","V3","5.82126530413414"
"Row0_646","2011","V3","5.91450566500266"
"Row0_647","2010","V3","6.06215294910953"
"Row0_648","2009","V3",
"Row0_649","2008","V3",
"Row0_650","2007","V3",
"Row0_651","2006","V3",
"Row0_652","2005","V3","6.89823032635012"
"Row0_653","2004","V3",
"Row0_654","2003","V3",
"Row0_655","2002","V3",
"Row0_656","2001","V3",
"Row0_657","2000","V3","8.05285210186793"
"Row0_658","1999","V3",
"Row0_659","1998","V3",
"Row0_660","1997","V3",
"Row0_661","1996","V3",
"Row0_662","1995","V3",
"Row0_663","1994","V3",
"Row0_664","1993","V3",
"Row0_665","1992","V3",
"Row0_666","1991","V3",
"Row0_667","1990","V3",
"Row0_668","1989","V3",
"Row0_669","1988","V3",
"Row0_670","1987","V3",
"Row0_671","1986","V3",
"Row0_672","1985","V3",
"Row0_673","2016","ZJ","9.28104197379223"
"Row0_674","2015","ZJ","9.65801741418175"
"Row0_675","2014","ZJ","10.131411900111"
"Row0_676","2013","ZJ","10.589521394158"
"Row0_677","2012","ZJ","11.0377470754115"
"Row0_678","2011","ZJ","11.5600632412103"
"Row0_679","2010","ZJ","12.0317226542719"
"Row0_680","2009","ZJ",
"Row0_681","2008","ZJ",
"Row0_682","2007","ZJ",
"Row0_683","2006","ZJ",
"Row0_684","2005","ZJ","15.1834177301135"
"Row0_685","2004","ZJ",
"Row0_686","2003","ZJ",
"Row0_687","2002","ZJ",
"Row0_688","2001","ZJ",
"Row0_689","2000","ZJ","19.2056884018682"
"Row0_690","1999","ZJ",
"Row0_691","1998","ZJ",
"Row0_692","1997","ZJ",
"Row0_693","1996","ZJ",
"Row0_694","1995","ZJ",
"Row0_695","1994","ZJ",
"Row0_696","1993","ZJ",
"Row0_697","1992","ZJ",
"Row0_698","1991","ZJ",
"Row0_699","1990","ZJ",
"Row0_700","1989","ZJ",
"Row0_701","1988","ZJ",
"Row0_702","1987","ZJ",
"Row0_703","1986","ZJ",
"Row0_704","1985","ZJ",
"Row0_705","2016","XJ","8.44779144077396"
"Row0_706","2015","XJ","8.80380493192685"
"Row0_707","2014","XJ","9.25900238197937"
"Row0_708","2013","XJ","9.6925046596031"
"Row0_709","2012","XJ","10.1109030551444"
"Row0_710","2011","XJ","10.6033102112401"
"Row0_711","2010","XJ","11.0510479905053"
"Row0_712","2009","XJ",
"Row0_713","2008","XJ",
"Row0_714","2007","XJ",
"Row0_715","2006","XJ",
"Row0_716","2005","XJ","14.0501706153986"
"Row0_717","2004","XJ",
"Row0_718","2003","XJ",
"Row0_719","2002","XJ",
"Row0_720","2001","XJ",
"Row0_721","2000","XJ","17.8702549585609"
"Row0_722","1999","XJ",
"Row0_723","1998","XJ",
"Row0_724","1997","XJ",
"Row0_725","1996","XJ",
"Row0_726","1995","XJ",
"Row0_727","1994","XJ",
"Row0_728","1993","XJ",
"Row0_729","1992","XJ",
"Row0_730","1991","XJ",
"Row0_731","1990","XJ",
"Row0_732","1989","XJ",
"Row0_733","1988","XJ",
"Row0_734","1987","XJ",
"Row0_735","1986","XJ",
"Row0_736","1985","XJ",
"Row0_737","2016","T2","9.12569161249175"
"Row0_738","2015","T2","9.49351790001092"
"Row0_739","2014","T2","9.96234554674568"
"Row0_740","2013","T2","10.413238815951"
"Row0_741","2012","T2","10.8494361214902"
"Row0_742","2011","T2","11.3633293745049"
"Row0_743","2010","T2","11.8202169692534"
"Row0_744","2009","T2",
"Row0_745","2008","T2",
"Row0_746","2007","T2",
"Row0_747","2006","T2",
"Row0_748","2005","T2","14.9108757890341"
"Row0_749","2004","T2",
"Row0_750","2003","T2",
"Row0_751","2002","T2",
"Row0_752","2001","T2",
"Row0_753","2000","T2","18.8538897873269"
"Row0_754","1999","T2",
"Row0_755","1998","T2",
"Row0_756","1997","T2",
"Row0_757","1996","T2",
"Row0_758","1995","T2",
"Row0_759","1994","T2",
"Row0_760","1993","T2",
"Row0_761","1992","T2",
"Row0_762","1991","T2",
"Row0_763","1990","T2",
"Row0_764","1989","T2",
"Row0_765","1988","T2",
"Row0_766","1987","T2",
"Row0_767","1986","T2",
"Row0_768","1985","T2",
"Row0_769","2016","XL","2.89557286655674"
"Row0_770","2015","XL","3.06096301036794"
"Row0_771","2014","XL","3.23454410076213"
"Row0_772","2013","XL","3.40617751021774"
"Row0_773","2012","XL","3.6332647293882"
"Row0_774","2011","XL","3.86813923918608"
"Row0_775","2010","XL","4.12909429026957"
"Row0_776","2009","XL",
"Row0_777","2008","XL",
"Row0_778","2007","XL",
"Row0_779","2006","XL",
"Row0_780","2005","XL","5.70085478139273"
"Row0_781","2004","XL",
"Row0_782","2003","XL",
"Row0_783","2002","XL",
"Row0_784","2001","XL",
"Row0_785","2000","XL","8.13108622252852"
"Row0_786","1999","XL",
"Row0_787","1998","XL",
"Row0_788","1997","XL",
"Row0_789","1996","XL",
"Row0_790","1995","XL",
"Row0_791","1994","XL",
"Row0_792","1993","XL",
"Row0_793","1992","XL",
"Row0_794","1991","XL",
"Row0_795","1990","XL",
"Row0_796","1989","XL",
"Row0_797","1988","XL",
"Row0_798","1987","XL",
"Row0_799","1986","XL",
"Row0_800","1985","XL",
"Row0_801","2016","XO","3.82921007012483"
"Row0_802","2015","XO","3.97161761825142"
"Row0_803","2014","XO","4.12573944080903"
"Row0_804","2013","XO","4.29697599683197"
"Row0_805","2012","XO","4.48351135203801"
"Row0_806","2011","XO","4.63907236542251"
"Row0_807","2010","XO","4.85485298603327"
"Row0_808","2009","XO",
"Row0_809","2008","XO",
"Row0_810","2007","XO",
"Row0_811","2006","XO",
"Row0_812","2005","XO","6.03440543093942"
"Row0_813","2004","XO",
"Row0_814","2003","XO",
"Row0_815","2002","XO",
"Row0_816","2001","XO",
"Row0_817","2000","XO","7.7065999466153"
"Row0_818","1999","XO",
"Row0_819","1998","XO",
"Row0_820","1997","XO",
"Row0_821","1996","XO",
"Row0_822","1995","XO",
"Row0_823","1994","XO",
"Row0_824","1993","XO",
"Row0_825","1992","XO",
"Row0_826","1991","XO",
"Row0_827","1990","XO",
"Row0_828","1989","XO",
"Row0_829","1988","XO",
"Row0_830","1987","XO",
"Row0_831","1986","XO",
"Row0_832","1985","XO",
"Row0_833","2016","XM",
"Row0_834","2015","XM",
"Row0_835","2014","XM",
"Row0_836","2013","XM",
"Row0_837","2012","XM",
"Row0_838","2011","XM",
"Row0_839","2010","XM",
"Row0_840","2009","XM",
"Row0_841","2008","XM",
"Row0_842","2007","XM",
"Row0_843","2006","XM",
"Row0_844","2005","XM",
"Row0_845","2004","XM",
"Row0_846","2003","XM",
"Row0_847","2002","XM",
"Row0_848","2001","XM",
"Row0_849","2000","XM",
"Row0_850","1999","XM",
"Row0_851","1998","XM",
"Row0_852","1997","XM",
"Row0_853","1996","XM",
"Row0_854","1995","XM",
"Row0_855","1994","XM",
"Row0_856","1993","XM",
"Row0_857","1992","XM",
"Row0_858","1991","XM",
"Row0_859","1990","XM",
"Row0_860","1989","XM",
"Row0_861","1988","XM",
"Row0_862","1987","XM",
"Row0_863","1986","XM",
"Row0_864","1985","XM",
"Row0_865","2016","XN","2.39900031914843"
"Row0_866","2015","XN","2.51760471971529"
"Row0_867","2014","XN","2.70275655348772"
